country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,"Madhya Pradesh",Jabalpur,"Marhatal, Jabalpur - MPPCB","14-04-2025 10:00:00",23.168606,79.932247,OZONE,32,97,44
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB","14-04-2025 10:00:00",18.1023399,73.4783687,SO2,31,111,61
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB","14-04-2025 10:00:00",19.296481,72.840923,NO2,3,24,12
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM","14-04-2025 10:00:00",19.053536,72.84643,PM10,54,112,75
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB","14-04-2025 10:00:00",19.1878657,72.8304069,NH3,1,3,2
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB","14-04-2025 10:00:00",19.1878657,72.8304069,OZONE,4,25,11
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM","14-04-2025 10:00:00",18.897756,72.813320,NO2,NA,NA,NA
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM","14-04-2025 10:00:00",18.897756,72.813320,NH3,NA,NA,NA
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM","14-04-2025 10:00:00",18.897756,72.813320,OZONE,NA,NA,NA
India,Maharashtra,Mumbai,"Powai, Mumbai - MPCB","14-04-2025 10:00:00",19.137500,72.915056,PM2.5,NA,NA,NA
India,Maharashtra,Mumbai,"Powai, Mumbai - MPCB","14-04-2025 10:00:00",19.137500,72.915056,NO2,NA,NA,NA
India,Maharashtra,Mumbai,"Powai, Mumbai - MPCB","14-04-2025 10:00:00",19.137500,72.915056,SO2,NA,NA,NA
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC","14-04-2025 10:00:00",19.000084,72.856730,PM2.5,NA,NA,NA
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC","14-04-2025 10:00:00",19.000084,72.856730,SO2,NA,NA,NA
India,Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC","14-04-2025 10:00:00",19.060498,72.923356,PM2.5,26,45,36
India,Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM","14-04-2025 10:00:00",19.1653323,72.922099,SO2,NA,NA,NA
India,Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM","14-04-2025 10:00:00",19.1653323,72.922099,CO,1,11,2
India,Maharashtra,Mumbai,"Kurla, Mumbai - MPCB","14-04-2025 10:00:00",19.0863,72.8888,SO2,NA,NA,NA
India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM","14-04-2025 10:00:00",19.19709,72.82204,SO2,5,8,7
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM","14-04-2025 10:00:00",18.96702,72.84214,PM2.5,26,60,39
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM","14-04-2025 10:00:00",18.96702,72.84214,PM10,43,84,61
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM","14-04-2025 10:00:00",18.96702,72.84214,NH3,8,9,8
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM","14-04-2025 10:00:00",18.96702,72.84214,OZONE,9,41,15
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB","14-04-2025 10:00:00",19.1878657,72.8304069,NO2,3,35,11
India,Maharashtra,"Navi Mumbai","Tondare-Taloja, Navi Mumbai - MPCB","14-04-2025 10:00:00",19.0630,73.1209,PM2.5,39,138,63
India,Maharashtra,"Navi Mumbai","Tondare-Taloja, Navi Mumbai - MPCB","14-04-2025 10:00:00",19.0630,73.1209,OZONE,1,69,3
India,Maharashtra,Parbhani,"Masoom Colony, Parbhani - MPCB","14-04-2025 10:00:00",19.265594,76.761463,SO2,NA,NA,NA
India,Maharashtra,Parbhani,"Masoom Colony, Parbhani - MPCB","14-04-2025 10:00:00",19.265594,76.761463,CO,8,78,76
India,Maharashtra,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB","14-04-2025 10:00:00",18.63673,73.82487,NO2,18,103,51
India,Maharashtra,Pimpri-Chinchwad,"Park Street Wakad, Pimpri Chinchwad - MPCB","14-04-2025 10:00:00",18.59051,73.77946,NH3,16,39,25
India,Maharashtra,Pimpri-Chinchwad,"Park Street Wakad, Pimpri Chinchwad - MPCB","14-04-2025 10:00:00",18.59051,73.77946,OZONE,1,47,8
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB","14-04-2025 10:00:00",19.0364585,72.8954371,PM2.5,34,71,46
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB","14-04-2025 10:00:00",19.0364585,72.8954371,SO2,2,114,12
India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB","14-04-2025 10:00:00",19.10078,72.87462,PM2.5,38,46,42
India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB","14-04-2025 10:00:00",18.910000,72.820000,PM10,26,53,43
India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB","14-04-2025 10:00:00",18.910000,72.820000,NO2,25,28,26
India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB","14-04-2025 10:00:00",18.910000,72.820000,CO,24,27,26
India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB","14-04-2025 10:00:00",18.910000,72.820000,OZONE,11,11,11
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM","14-04-2025 10:00:00",19.04946,72.9230,PM10,111,142,124
India,Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB","14-04-2025 10:00:00",19.9591346,73.7788008,PM10,55,89,75
India,Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB","14-04-2025 10:00:00",19.9591346,73.7788008,OZONE,23,72,31
India,Maharashtra,"Navi Mumbai","Kopripada-Vashi, Navi Mumbai - MPCB","14-04-2025 10:00:00",19.090337,73.014232,PM10,49,89,67
India,Maharashtra,"Navi Mumbai","Sanpada, Navi Mumbai - MPCB","14-04-2025 10:00:00",19.0575752,73.0151367,PM2.5,29,94,51
India,Maharashtra,"Navi Mumbai","Sanpada, Navi Mumbai - MPCB","14-04-2025 10:00:00",19.0575752,73.0151367,NO2,20,58,35
India,Maharashtra,"Navi Mumbai","Sector-2E Kalamboli, Navi Mumbai - MPCB","14-04-2025 10:00:00",19.02579,73.10297,PM10,41,86,61
India,Maharashtra,"Navi Mumbai","Sector-2E Kalamboli, Navi Mumbai - MPCB","14-04-2025 10:00:00",19.02579,73.10297,NH3,2,4,3
India,Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC","14-04-2025 10:00:00",19.060498,72.923356,NO2,16,137,16
India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM","14-04-2025 10:00:00",19.000083,72.813993,NH3,2,2,2
India,Maharashtra,Mumbai,"Vasai West, Mumbai - MPCB","14-04-2025 10:00:00",19.383200,72.820400,PM2.5,11,51,21
India,Maharashtra,Mumbai,"Vasai West, Mumbai - MPCB","14-04-2025 10:00:00",19.383200,72.820400,CO,56,108,59
India,Maharashtra,Mumbai,"Vile Parle West, Mumbai - MPCB","14-04-2025 10:00:00",19.10861,72.83622,PM2.5,18,30,25
India,Maharashtra,Mumbai,"Vile Parle West, Mumbai - MPCB","14-04-2025 10:00:00",19.10861,72.83622,PM10,42,63,50
India,Maharashtra,Mumbai,"Worli, Mumbai - MPCB","14-04-2025 10:00:00",18.9936162,72.8128113,PM2.5,60,66,62
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB","14-04-2025 10:00:00",21.143383,79.048912,PM10,76,119,89
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB","14-04-2025 10:00:00",21.143383,79.048912,NO2,8,55,19
India,Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB","14-04-2025 10:00:00",19.173852,77.296291,SO2,3,6,4
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB","14-04-2025 10:00:00",20.0073285,73.7762427,NH3,4,6,5
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB","14-04-2025 10:00:00",20.0073285,73.7762427,OZONE,20,74,33
India,Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB","14-04-2025 10:00:00",19.950220,73.731480,NO2,3,16,6
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC","14-04-2025 10:00:00",19.083694,72.920967,NO2,14,34,22
India,Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC","14-04-2025 10:00:00",19.215859,72.831718,PM10,24,47,37
India,Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC","14-04-2025 10:00:00",19.215859,72.831718,SO2,1,4,3
India,Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC","14-04-2025 10:00:00",19.215859,72.831718,OZONE,6,26,9
India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB","14-04-2025 10:00:00",19.0632143,72.8456324,SO2,1,2,2
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB","14-04-2025 10:00:00",21.121801,79.04952,OZONE,22,125,47
India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB","14-04-2025 10:00:00",21.14472,79.107595,NO2,12,61,25
India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB","14-04-2025 10:00:00",21.14472,79.107595,NH3,3,10,5
India,Maharashtra,Pimpri-Chinchwad,"Savta Mali Nagar, Pimpri-Chinchwad - IITM","14-04-2025 10:00:00",18.614767,73.799516,OZONE,1,57,9
India,Maharashtra,Pimpri-Chinchwad,"Thergaon, Pimpri Chinchwad - MPCB","14-04-2025 10:00:00",18.616318,73.765797,OZONE,1,28,3
India,Maharashtra,Pune,"Bhosari, Pune - IITM","14-04-2025 10:00:00",18.640051,73.848956,CO,47,107,76
India,Maharashtra,Pune,"Bhumkar Nagar, Pune - IITM","14-04-2025 10:00:00",18.605770,73.749976,PM10,52,274,92
India,Maharashtra,Pune,"Bhumkar Nagar, Pune - IITM","14-04-2025 10:00:00",18.605770,73.749976,CO,37,124,103
India,Maharashtra,Pune,"Bhumkar Nagar, Pune - IITM","14-04-2025 10:00:00",18.605770,73.749976,OZONE,1,87,12
India,Maharashtra,Pune,"Hadapsar, Pune - IITM","14-04-2025 10:00:00",18.501793,73.927532,PM10,47,116,77
India,Maharashtra,Pune,"Hadapsar, Pune - IITM","14-04-2025 10:00:00",18.501793,73.927532,NO2,88,103,96
India,Maharashtra,Pune,"Hadapsar, Pune - IITM","14-04-2025 10:00:00",18.501793,73.927532,CO,62,90,73
India,Maharashtra,Pune,"Karve Road, Pune - MPCB","14-04-2025 10:00:00",18.5011743,73.8165527,SO2,29,29,29
India,Maharashtra,Pune,"Karve Road, Pune - MPCB","14-04-2025 10:00:00",18.5011743,73.8165527,CO,70,70,70
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB","14-04-2025 10:00:00",19.222279,72.957979,CO,2,28,17
India,Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB","14-04-2025 10:00:00",19.235581,73.159121,PM2.5,58,227,78
India,Maharashtra,Virar,"Bolinj, Virar - MPCB","14-04-2025 10:00:00",19.4458210,72.7988231,PM2.5,9,62,33
India,Maharashtra,Virar,"Bolinj, Virar - MPCB","14-04-2025 10:00:00",19.4458210,72.7988231,NH3,1,3,2
India,Manipur,Imphal,"DM College of Science, Imphal - Manipur PCB","14-04-2025 10:00:00",24.8207389,93.9423085,NO2,7,8,8
India,Manipur,Imphal,"DM College of Science, Imphal - Manipur PCB","14-04-2025 10:00:00",24.8207389,93.9423085,SO2,107,110,108
India,Meghalaya,Shillong,"Lumpyngngad, Shillong - Meghalaya PCB","14-04-2025 10:00:00",25.5586,91.8985,SO2,4,5,5
India,Mizoram,Aizawl,"Sikulpuikawn, Aizawl - Mizoram PCB","14-04-2025 10:00:00",23.7176342,92.7192841,PM2.5,5,15,9
India,Maharashtra,Pune,"Katraj Dairy, Pune - MPCB","14-04-2025 10:00:00",18.454450,73.854155,PM10,30,46,38
India,Maharashtra,Pune,"Mhada Colony, Pune - IITM","14-04-2025 10:00:00",18.573040,73.927715,PM2.5,49,202,92
India,Maharashtra,Pune,"Mhada Colony, Pune - IITM","14-04-2025 10:00:00",18.573040,73.927715,CO,2,112,87
India,Maharashtra,Pune,"Revenue Colony-Shivajinagar, Pune - IITM","14-04-2025 10:00:00",18.530085,73.849598,PM10,55,103,81
India,Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB","14-04-2025 10:00:00",18.547056,73.826908,PM2.5,18,31,25
India,Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB","14-04-2025 10:00:00",18.547056,73.826908,OZONE,5,160,20
India,Maharashtra,Sangli,"Vijay Nagar, Sangli - MPCB","14-04-2025 10:00:00"," 16.5038",74.3623,NO2,17,70,29
India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB","14-04-2025 10:00:00","20.48891     ","85.84768     ",CO,92,99,96
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB","14-04-2025 10:00:00",21.643900,85.599355,PM2.5,19,56,34
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB","14-04-2025 10:00:00",21.643900,85.599355,PM10,30,209,84
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB","14-04-2025 10:00:00",21.643900,85.599355,NO2,13,19,16
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB","14-04-2025 10:00:00",21.643900,85.599355,OZONE,18,28,21
India,Odisha,Nayagarh,"Dabuna, Nayagarh - OSPCB","14-04-2025 10:00:00",21.847279,85.416905,PM2.5,33,78,54
India,Odisha,Rairangpur,"Divisional Forest Office, Rairangpur - OSPCB","14-04-2025 10:00:00",22.265816,86.174829,NH3,2,2,2
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB","14-04-2025 10:00:00",17.6336264,75.9132495,PM2.5,42,373,92
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB","14-04-2025 10:00:00",17.6336264,75.9132495,NO2,10,29,18
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB","14-04-2025 10:00:00",17.6336264,75.9132495,NH3,8,18,11
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB","14-04-2025 10:00:00",17.6336264,75.9132495,SO2,2,6,4
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB","14-04-2025 10:00:00",17.65439,75.90649,SO2,1,11,5
India,Maharashtra,Solapur,"Solapur, Solapur - MPCB","14-04-2025 10:00:00",17.6599188,75.9063906,SO2,7,57,20
India,Maharashtra,Thane,"Kasarvadavali, Thane - MPCB","14-04-2025 10:00:00",19.26777,72.97182,NO2,6,37,20
India,Odisha,Rourkela,"Fertilizer Township, Rourkela - OSPCB","14-04-2025 10:00:00",22.18972222,84.86277778,PM10,108,113,109
India,Odisha,Rourkela,"Fertilizer Township, Rourkela - OSPCB","14-04-2025 10:00:00",22.18972222,84.86277778,SO2,19,23,21
India,Odisha,Rourkela,"Raghunathpali, Rourkela - OSPCB","14-04-2025 10:00:00",22.220833,84.809444,NO2,7,17,11
India,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB","14-04-2025 10:00:00",20.9360711,85.1707021,PM2.5,29,236,107
India,Odisha,Tensa,"Barsua Iron Ore Mines, Tensa - OSPCB","14-04-2025 10:00:00",21.869985,85.167016,NO2,41,58,49
India,Nagaland,Kohima,"PWD Juction, Kohima - NPCB","14-04-2025 10:00:00",25.6635413,94.0989878,NO2,3,5,4
India,Odisha,Angul,"Hakimapada, Angul - OSPCB","14-04-2025 10:00:00",20.832874,85.104082,OZONE,18,99,30
India,Odisha,Balasore,"Kalidaspur, Balasore - OSPCB","14-04-2025 10:00:00",21.51161,86.89088,SO2,5,10,7
India,Odisha,Balasore,"Kalidaspur, Balasore - OSPCB","14-04-2025 10:00:00",21.51161,86.89088,OZONE,12,92,27
India,Odisha,Barbil,"Forest Office, Barbil - OSPCB","14-04-2025 10:00:00",22.1166054,85.3945546,OZONE,20,67,26
India,Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB","14-04-2025 10:00:00",20.94185,86.11510,PM2.5,22,93,36
India,Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB","14-04-2025 10:00:00",20.94185,86.11510,PM10,42,157,69
India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB","14-04-2025 10:00:00","20.48891     ","85.84768     ",PM10,46,105,60
India,Odisha,Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB","14-04-2025 10:00:00",20.240790,85.836784,NH3,6,12,8
India,Odisha,Bileipada,"Tata Township, Bileipada - OSPCB","14-04-2025 10:00:00",22.06156703,85.47409613,NO2,7,7,7
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB","14-04-2025 10:00:00",28.194909,76.862296,SO2,4,25,11
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB","14-04-2025 10:00:00",28.194909,76.862296,OZONE,10,80,20
India,Rajasthan,Bhiwadi,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB","14-04-2025 10:00:00",28.207266,76.829265,NO2,NA,NA,NA
India,Rajasthan,Bhiwadi,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB","14-04-2025 10:00:00",28.207266,76.829265,NH3,NA,NA,NA
India,Rajasthan,Bhiwadi,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB","14-04-2025 10:00:00",28.207266,76.829265,OZONE,NA,NA,NA
India,Rajasthan,Bundi,"New Colony, Bundi - RSPCB","14-04-2025 10:00:00",25.435774,75.644272,PM2.5,39,74,57
India,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB","14-04-2025 10:00:00",24.892047,74.623527,NO2,9,120,47
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB","14-04-2025 10:00:00",28.296139,74.961696,NO2,6,32,18
India,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB","14-04-2025 10:00:00",27.215415,77.50873,PM10,32,106,66
India,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB","14-04-2025 10:00:00",27.215415,77.50873,NH3,2,6,4
India,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB","14-04-2025 10:00:00",27.215415,77.50873,OZONE,40,162,53
India,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB","14-04-2025 10:00:00",25.339605,74.618883,NH3,2,7,5
India,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB","14-04-2025 10:00:00",25.339605,74.618883,SO2,7,66,24
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB","14-04-2025 10:00:00",28.194909,76.862296,PM10,59,242,141
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB","14-04-2025 10:00:00",28.194909,76.862296,NH3,9,17,13
India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB","14-04-2025 10:00:00",26.786682,75.827928,CO,42,100,76
India,Rajasthan,Jaisalmer,"Sadar Bazar, Jaisalmer - RSPCB","14-04-2025 10:00:00",26.912329,70.909168,SO2,2,4,3
India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB","14-04-2025 10:00:00",25.344694,72.626208,PM10,69,305,118
India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB","14-04-2025 10:00:00",25.344694,72.626208,NH3,5,9,7
India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB","14-04-2025 10:00:00",24.588397,76.172782,PM2.5,45,132,70
India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB","14-04-2025 10:00:00",24.588397,76.172782,PM10,66,155,87
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB","14-04-2025 10:00:00",28.296139,74.961696,CO,8,37,20
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB","14-04-2025 10:00:00",28.296139,74.961696,OZONE,67,136,80
India,Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB","14-04-2025 10:00:00",26.699557,77.898881,PM2.5,12,46,24
India,Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB","14-04-2025 10:00:00",26.699557,77.898881,NH3,6,9,8
India,Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB","14-04-2025 10:00:00",26.699557,77.898881,SO2,1,10,5
India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB","14-04-2025 10:00:00",23.837789,73.714926,NH3,5,11,6
India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB","14-04-2025 10:00:00",23.837789,73.714926,OZONE,38,94,49
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB","14-04-2025 10:00:00",26.470859,74.646594,PM2.5,33,346,101
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB","14-04-2025 10:00:00",26.470859,74.646594,NH3,7,10,8
India,Rajasthan,Banswara,"Rati Talai, Banswara - RSPCB","14-04-2025 10:00:00",23.555190,74.440010,PM2.5,32,79,55
India,Rajasthan,Banswara,"Rati Talai, Banswara - RSPCB","14-04-2025 10:00:00",23.555190,74.440010,PM10,65,134,94
India,Rajasthan,Banswara,"Rati Talai, Banswara - RSPCB","14-04-2025 10:00:00",23.555190,74.440010,NH3,3,39,10
India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB","14-04-2025 10:00:00",25.106006,76.469948,NO2,6,37,15
India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB","14-04-2025 10:00:00",25.106006,76.469948,SO2,10,21,15
India,Rajasthan,Hanumangarh,"Housing Board, Hanumangarh - RSPCB","14-04-2025 10:00:00",29.610750,74.283608,OZONE,16,98,50
India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB","14-04-2025 10:00:00",26.843698,75.766894,NO2,8,83,25
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB","14-04-2025 10:00:00",26.9164092,75.7994901,PM2.5,36,123,81
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB","14-04-2025 10:00:00",26.9164092,75.7994901,NH3,2,9,5
India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB","14-04-2025 10:00:00",26.786682,75.827928,PM10,NA,NA,NA
India,Punjab,Khanna,"Kalal Majra, Khanna - PPCB","14-04-2025 10:00:00","30.736056 ",76.209694,NO2,25,30,28
India,Punjab,"Mandi Gobindgarh","RIMT University, Mandi Gobindgarh - PPCB","14-04-2025 10:00:00",30.649961,76.331442,PM10,NA,NA,NA
India,Punjab,Patiala,"Model Town, Patiala - PPCB","14-04-2025 10:00:00",30.349388,76.366642,SO2,13,48,26
India,Puducherry,Puducherry,"Jawahar Nagar, Puducherry - PPCC","14-04-2025 10:00:00",11.9309,79.8027,CO,13,25,17
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB","14-04-2025 10:00:00",31.620000,74.876512,PM10,81,81,81
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB","14-04-2025 10:00:00",31.620000,74.876512,NO2,11,22,17
India,Puducherry,Puducherry,"Jawahar Nagar, Puducherry - PPCC","14-04-2025 10:00:00",11.9309,79.8027,NO2,2,9,6
India,Rajasthan,Rajsamand,"Dhoinda, Rajsamand - RSPCB","14-04-2025 10:00:00",25.036360,73.883502,PM2.5,7,69,29
India,Rajasthan,Rajsamand,"Dhoinda, Rajsamand - RSPCB","14-04-2025 10:00:00",25.036360,73.883502,OZONE,30,108,49
India,Rajasthan,"Sawai Madhopur","Sahu Nagar, Sawai Madhopur - RSPCB","14-04-2025 10:00:00",26.031443,76.359327,NO2,25,67,49
India,Rajasthan,"Sawai Madhopur","Sahu Nagar, Sawai Madhopur - RSPCB","14-04-2025 10:00:00",26.031443,76.359327,SO2,6,12,8
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB","14-04-2025 10:00:00",27.608912,75.153302,PM2.5,18,94,54
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB","14-04-2025 10:00:00",27.608912,75.153302,NO2,8,99,21
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB","14-04-2025 10:00:00",27.608912,75.153302,OZONE,18,94,64
India,Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB","14-04-2025 10:00:00",24.885261,72.857549,NO2,3,22,9
India,Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB","14-04-2025 10:00:00",24.885261,72.857549,SO2,2,16,7
India,Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB","14-04-2025 10:00:00",24.885261,72.857549,CO,5,17,13
India,TamilNadu,Ooty,"Bombay Castel, Ooty - TNPCB","14-04-2025 10:00:00",11.4068288,76.7138973,SO2,NA,NA,NA
India,TamilNadu,Pudukottai,"SIPCOT Nathampannai, Pudukottai - TNPCB","14-04-2025 10:00:00",10.423417,78.784889,PM2.5,37,74,51
India,TamilNadu,Pudukottai,"SIPCOT Nathampannai, Pudukottai - TNPCB","14-04-2025 10:00:00",10.423417,78.784889,NO2,13,25,17
India,TamilNadu,Ramanathapuram,"Chalai Bazaar, Ramanathapuram - TNPCB","14-04-2025 10:00:00",9.36399,78.831977,PM2.5,30,52,39
India,TamilNadu,Ramanathapuram,"Chalai Bazaar, Ramanathapuram - TNPCB","14-04-2025 10:00:00",9.36399,78.831977,NO2,5,5,5
India,TamilNadu,Ramanathapuram,"Chalai Bazaar, Ramanathapuram - TNPCB","14-04-2025 10:00:00",9.36399,78.831977,SO2,11,18,13
India,TamilNadu,Ramanathapuram,"Chalai Bazaar, Ramanathapuram - TNPCB","14-04-2025 10:00:00",9.36399,78.831977,OZONE,9,15,14
India,TamilNadu,Ranipet,"VOC Nagar_SIPCOT, Ranipet - TNPCB","14-04-2025 10:00:00",12.952707,79.30394,PM2.5,NA,NA,NA
India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB","14-04-2025 10:00:00",12.9099161,80.1076538,CO,8,47,40
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB","14-04-2025 10:00:00",13.1662,80.2584,OZONE,35,41,40
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB","14-04-2025 10:00:00",12.9533,80.2357,PM2.5,28,400,83
India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB","14-04-2025 10:00:00",13.1036,80.2909,NH3,3,7,4
India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB","14-04-2025 10:00:00",13.1036,80.2909,CO,17,32,23
India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB","14-04-2025 10:00:00",13.1036,80.2909,OZONE,2,78,29
India,TamilNadu,Coimbatore,"PSG College of Arts and Science, Coimbatore - TNPCB","14-04-2025 10:00:00",11.0328,77.0349,PM10,32,90,60
India,Rajasthan,Kota,"Nayapura, Kota - RSPCB","14-04-2025 10:00:00",25.196024,75.855668,NO2,13,70,32
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB","14-04-2025 10:00:00",25.14389,75.821256,PM2.5,147,336,229
India,Rajasthan,Nagaur,"Karni Colony, Nagaur - RSPCB","14-04-2025 10:00:00",27.213494,73.734444,PM10,122,408,182
